source_file,workbook,sheet,Drop Down,Drop Down.1,Drop Down.2,Drop Down.3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Drop Down.4,Drop Down.5,251031 - added column from Synthetics,251031 - added column from Synthetics .1,251031 - added column from Synthetics .2,CMC #,Stage Gate/Milestones,Abbreviation & Nomenclature,Definition,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Value Stream,Functional Area of Responsibility,Contact,Person,Specialty,Unnamed: 8
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Strategic forecast should be updated and long term strategic capacity analysis updated via NPS/FIS.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Regional operational forecasts available and translated into manufacturing forecasts (for markets preparing to launch).,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,"Agreements regarding safety stock at the DS level, WIP level and Finished Good level should be defined and agreements reached on launch quantities and strategy.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Distribution requirements strategy identified to point of HUB DC. Global product distribution chain set up and implemented.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,"Approval timing, pricing and launch timings and quantities should be defined and presented. Launch Plan including Rapid Launch Plan (if applicable) should be presented.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,A summary of all At-Risk Inventories approved prior to launch should be presented. ,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Risk Analysis & Mitigation plans from Stage Gate Review 10 should be updated and presented.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,"Product Launch supplies manufactured and released. ""And released"" added by Portfolio Mgmt.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Knowledge Management Database updated with Product Fact Book,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,PSR refreshed and JSC Presentation (if needed),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,JSC Value Chain Management (VCLs),,Distribution requirements strategy identified from Hub DC to First Line Customer ,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Material Sciences (MS),,Complete Commercial Patient Safety and Compliance (PSCI) Document,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Material Sciences (MS),,"Define raw material supply chain reliability strategy for DS and DP (media, buffers, resins, chemicals, excipients, and polymeric product contact materials).",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Material Sciences (MS),,Support PAI inspection of manufacturing sites.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Material Sciences (MS),,CMC responses to HAs completed and commitments initiated (if applicable).,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Material Sciences (MS),,Raw material life cycle management development work initiated (if applicable).,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Product Quality Management (PQM),,Commercial DS & DP release & shelf-life specification document approved.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Product Quality Management (PQM),,Quality agreement for commercial completed/revised for all mfg. sites/testing labs (external and internal) (if applicable),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Product Quality Management (PQM),,"Review PRA, update if additional/changed risk management activities",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Product Quality Management (PQM),,"Review FMEAs (u, p, d), update if additions/changes risk management activities (COMBO Product) Requirement)",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Product Quality Management (PQM),,"Review PRM Plan/Report, update if additional/changed risk management activities",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Product Quality Management (PQM),,Post Market Safety Reporting including MARL (if applicable),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Product Quality Management (PQM),,HA inspections successfully completed.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Product Quality Management (PQM),,Stability review (post-submission data) & marketed stability plan reviewed and assessed for completeness and potential risks.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Program Management (PMO),,Support CMC TL and CMC team to meet all deliverables through planning coordination.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Program Management (PMO),,Project plan updated and reviewed with CMC Team.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Program Management (PMO),,Project FTE and OOP demand estimates completed and updated in Planning System.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,11,Ready to Launch,Program Management (PMO),,Developed scenarios in support of strategic planning (as required).,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Analytical Development (AD),,OOT (Out of Trend) and OOS (Out of Specifications) results reviewed.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Analytical Development (AD),,Approved LCM (Lifecycle Management) work initiated/supported including post-approval commitments (if applicable).,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Analytical Development (AD),,"When CPV reaches stage 3, support CPV  protocols, if non-routine testing needed, in support of transfer of CPV ownership to TO",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,API (Cell & Gene),,"Continuous Process verification (CPV) Stage 3a final report approved, CPV program  ownership transfer to TLI completed ",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,API (Cell & Gene),,Approved LCM upstream & downstream work initiated/supported including post-approval commitments (if applicable).,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,API (Cell & Gene),,"Continue LCM activities to support process requirements, as needed",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,API (Cell & Gene),,Support CPV program in support of transfer of CPV ownership to TO.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Clinical Supply Chain (CSC),,Coordinate aggregated clinical/non-clinical demand in support of commercial/Ph3 mfg. to the JSC organization.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Clinical Supply Chain (CSC),,Overall CSC FTE and OOP budget compound and study level,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,CMC Leadership (CMC-L),,Lessons learned completed,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,CMC Leadership (CMC-L),,Ownership for base business and Product Strategy Roadmap transferred to Supply Chain Product Owner and manufacturing sites,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,CMC Leadership (CMC-L),,Risk register transferred to Life Cycle Management Team,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,CMC Leadership (CMC-L),,Patent Strategy: summarize potential unique aspects of the process that could lead to patent applications   ,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,CMC Leadership (CMC-L),,Stage 12 CMC Council presentation completed,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,CMC Regulatory Affairs (RA),,Support Regulatory Plan for prioritization of GFLS and post-approval supplements,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,CPDP Commercialization Stage Complete,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Design Control,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Design and Development Plan  (Update),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Review & Update Traceability Matrix (If applicable),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,"Update to Regulated Substances Plan, Supplier Regulated Substances Declarations and Regulated Substances Report (if applicable)",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Master Record (DMR) (Update),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Design History File (Update),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Commercialization Stage Design Review,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Stage Gate Approval Form,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Plan (Update),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Product Risk Assessment/Hazard ID (Update),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - uFMEA (Update),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - CTQ Flow Down (Update) ,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Device Control Strategy (Review and Update) ,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - dFMEA (Update),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - pFMEA (Update),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Report (Update),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Dossier Development Operations (DDO),,"Align with CMCRA for ownership of project specific deliverables per DDO/CMCRA Best Practice ""DDO Post-Approval Responsibility""
https://jnj.sharepoint.com/:w:/r/teams/DDOPortal/_layouts/15/Doc.aspx?sourcedoc=%7BB46278C1-AD7A-47CE-84E2-BD2F26ADB084%7D&file=Best%20Practice%20DDO%20Deliverable%20Decision%20Tree.docx",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Drug Product Development & Delivery (DPD&D),,DP process robustness and supply chain review completed.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Drug Product Development & Delivery (DPD&D),,Complete plans to address all DP process post-approval commitments.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Drug Product Development & Delivery (DPD&D),,Approved LCM work initiated/supported including post-approval commitments (if applicable).,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Consolidated (JSC & BioTD) lessons learned. ""JSC & BTDS"" text added by Portfolio Management. ",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Team agreement (JSC & BTDS) that product is stable and to transfer ownership for product. ""JSC & BioTD"" text added by Portfolio Management. ",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,PSR refreshed; JSC Product Council endorsement (if needed),,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Update Cost of Goods Sold (COGS) and Gross Profit (GP) for steady state.  Summarize COGS progression and opportunities.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Strategy for future production scale-up/capacity/utilization (DS and DP) in place.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Update dosage forms, marketed SKU’s, supply chain flow. ",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Update forecasts, sales performance, inventories at transfer point, capacity review, and market intelligence.",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Update new risks identified for business, regulatory, and Business Continuity Plans. Prepare summary, discussion and mitigation plan for any Yellow/Red items, and identify owners. (Can these be collectively called VCRM Risks?)",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Launches executed/launch metrics met.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Product Risk Register transferred to JSC,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Knowledge Management Database updated.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,Define and initiate Product Dashboard.,,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,JSC Value Chain Management (VCLs),,"Accept ownership CPV program for DS and DP, whether in stage 3a or 3b",,,,,,,,,,,,,,,,,,,,,
Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB__SGD.csv,Protein_and_CGT_SGD_Template_Final_ENDORSED_JAN_2023_MOD_NB,SGD,CGT,12,Transfer of Ownership,Material Sciences (MS),,CMC responses to HAs completed,,,,,,,,,,,,,,,,,,,,,
