Drop Down,Drop Down.1,Drop Down.2,Drop Down.3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Drop Down.4,Drop Down.5,251031 - added column from Synthetics,251031 - added column from Synthetics .1,251031 - added column from Synthetics .2
CGT,8,API & DP Process Validation Batch Readiness,Program Management (PMO),,Project FTE and OOP demand estimates completed and updated in Planning System.,,,,,,,
CGT,8,API & DP Process Validation Batch Readiness,Program Management (PMO),,"Developed scenarios in support of strategic planning (as required), strategic impact analysis (critical path, risk, budget variances).",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,"Complete in vivo studies, if applicable - Team to comment if N/A",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,"Primary and Working reference standard characterization completed and COA issued, if applicable.",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,CTD (Common Technical Document) (ECTD template for BLA in RimDocs) draft analytical sections started.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,"DS intermediate, DS (9A) and DP (9B) comprehensive analytical data review by functional area completed including stability data. ",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Continue preparation of S.3.1 Elucidation of Structure.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Product characterization studies (degradation pathways etc.) and report completed.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,"ProVal characterization samples (upstream, downstream & DP) data provided to study director.",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Analytical pre-BLA meeting content & management review completed (if applicable).,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,"Draft and obtain AD endorsement of initial commercial specifications for intermediate, DS, DP (9C). Final proposal will come following availability of 3-6 mo stability data on Proval batches (evaluate deliverable for accelerated programs).  ",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Analytical Development (AD),,Maintain sample archive/permanent retention program for all Clinical and ProVal batches.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,API (Cell & Gene),,Process validation data & small-scale model module(s) validation review by Level 1 governance completed.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,API (Cell & Gene),,Update criticality analysis and control strategy review for all applicable processes,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,API (Cell & Gene),,EOPCB generation executed; genetic characterization completed by Cell and Developability Sciences and reports approved (if applicable for gene therapy),,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,API (Cell & Gene),,CTD draft sections started for all applicable processes.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,API (Cell & Gene),,Development history & other CTD source documents completed for all applicable processes.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,API (Cell & Gene),,Internal pre-BLA meeting CMC content & management review completed (if applicable).,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,API (Cell & Gene),,"EHS Requirement: REACH registration approved, develop IH sampling and method if appropriate. ",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,API (Cell & Gene),,Continued Process verification (CPV) strategy drafted and review completed,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,API (Cell & Gene),,Draft / Approve CPP / Criticality reports for all applicable processes,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Clinical Supply Chain (CSC),,Coordinate aggregated clinical/non-clinical demand in support of Ph3 mfg. and provide to the JSC organization,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Clinical Supply Chain (CSC),,Alignment with Medical Affairs on potential demands,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Clinical Supply Chain (CSC),,Overall CSC FTE and OOP budget compound and study level,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,Preliminary Life Cycle management plans identified.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,All Critical Questions answered. ,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,Stage 9A/9B/9C Council presentation review completed.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,"Ensure Customer Value deliverables are completed for this stage, as applicable.",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,Update Criticality Analysis(if applicable).,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,Ensure CMC team review of the following draft Key Dossier Centric Reports: DS & DP specification and JOS; DS & DP Criticality Reports.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,Update CMC Risk Register.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Leadership (CMC-L),,EHS Requirement: Update DP SDS to align with approved IFU/product label; Marketing Application preparation.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Regulatory Affairs (RA),,Support Marketing Application development in progress (including Post Approvals Comparability Protocols),,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Regulatory Affairs (RA),,Pre-Submission meeting package submitted to HA's/meetings completed (if applicable).,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Regulatory Affairs (RA),,Confirm Global commercial device strategy ,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,CMC Regulatory Affairs (RA),,"Reviewing BLA enabling studies e.g. CPV, PVMPs, MVPR, specs, stability plans, shipping plans etc. ",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update Design and Development Plan  As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update Human Factors Plan As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update Regulatory Plan As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update of Regulated Substances Plan (if required) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update of Regulated Substances Report and Supplier Regulated Substances Declarations (if required) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,"Complete Request Intake Form for Product Quality Complaint New Product Introduction for Commercial Products per TV-WI-33240 as part of the general Product Quality Complaint Process, outlined in TV-SOP-35428. As per CPDP Design & Process Validation Stage in DS-SOP-16238",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Final Design Verification and Summary Reports. As per CPDP Design & Process Validation Stage in DS-SOP-16238 ,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Human Factors Summary Report  As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,"Design Validation Protocols, Reports and Summary Report As per CPDP Design & Process Validation Stage in DS-SOP-16238",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Executed In-Use Reliability Testing Report As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Finalize Traceability Matrix As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Control Strategy As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Control Plan As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update to Manufacturing and Design Transfer Plan and Report As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Process Validation Protocols and Reports As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Place Stability study units on aging As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Software Validation (if applicable) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Primary Container (Package) – CCS Summery Report As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Secondary Package – Process Qualification (as needed) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Distribution Testing Procedure – Approve Test Protocol & Distribution Test Results (as needed)  As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Calculate Thermal Density of Temperature Shipping Systems (as needed) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Qualification Report of Insulated Shipping Container for Temperature Sensitive Products (as needed)  As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Shipping Process Validation Report – Cold Chain (as needed) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Final Labeling - approved IFU and device/packaging labels (as needed) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,IFU - DDO Submission & HA Approval (as needed) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update General Safety and Performance Requirements (GSPR) Checklist (if required) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update Product Risk Assessment (PRA) As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Process-FMEA As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Risk Management Report As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update DMR As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Update DHF As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Clinical Submission As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Regulatory Submission As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,"Post-Market Product Management Plan (if applicable) - Note: This could include planned design changes, enhancements, process changes, site transfers, etc. As per CPDP Design & Process Validation Stage in DS-SOP-16238",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Commercialization readiness checklist As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Design Validation and Process Validation Stage Design Review As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Combination Products  Development Process (CPDP),,Stage Gate Approval Form As per CPDP Design & Process Validation Stage in DS-SOP-16238,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Dossier Development Operations (DDO),,Pre-Submission meeting package completed (if applicable).,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Dossier Development Operations (DDO),,"Review the current MAA/BLA review process (BLA/MAA kick off meeting, extended team review, functional area review, and BLA/MAA endorsement) with other functions (if not done yet in Stage Gate 8).",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Dossier Development Operations (DDO),,"Create and complete the device technical dossier for review and opinion by NB, if applicable",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Dossier Development Operations (DDO),,Marketing Application development in progress and complete dossier strategy for derivative dossiers ,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP process validation data level 1 governance review completed (9B).,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP & Device criticality analysis and control strategy review by level 1 governance completed (9B).,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP development history and other CTD source documents completed.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,DP and Device pre-BLA meeting content & management review completed (if applicable). ,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,JJ Packaging Design Protocol (review and updated when needed),,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Drug Product Development & Delivery (DPD&D),,"Complete or revisit Complexity Assessment Form with team.  Create or revise (if necessary) complexity assessment decision.  Create or revise uFMEA for commercial product, if needed.  Complete HF studies, if needed.",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,ProVal DS and DP batches manufactured.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,DS & DP shipment (simulated transportation supportive) study report approved.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,ProVal device batches manufactured (if applicable),,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,"ProVal characterization, release and stability samples sent to testing labs (as required).",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Commercial Secondary Packaging Source locked.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,High level Commercial Launch Strategy initiated.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Updated strategic forecast and capacity planning for API and DP via NPS/FIS.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Update SWOT Assessment (if needed).,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,E2E Value Chain Risk Management started if feasible.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Product Strategy Roadmap (PSR) refreshed.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,DS: at-risk launch inventory build approved and production initiated (if needed).,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,"Functional area review of DS and DP reports, including process validation data and small-scale model validation, criticality analysis, and development history. ",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Review cold-chain and DS/DP shipping strategy (for primary containers).,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Validation Execution Plan Completed,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Complete container closure integrity study for DP,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,JSC Value Chain Management (VCLs),,Cleaning validation completed.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,"Complete analysis and documentation of raw material-related elements of Process Validation (media, buffers, resins, chemicals, excipients and polymeric product contact materials).",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,"Complete raw material-related source documents for CTD for media, buffers, resins, excipients and polymeric product contact materials.",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,Initiate leachable study to support BLA/Marketing Application using Process validation batches.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,Complete EU Excipient Risk Assessment (DP-independent by end of PPQ and DP-dependent as part of BLA preparation).,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Material Sciences (MS),,Complete ICH Q3D Elemental Impurities Risk Assessment on DP,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,"Review PRM Plan/Report, update if additional risk management activities are completed/known",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,"Review PRA, update if additional risk management activities are completed/known",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,Post Market Safety Reporting including MARL (if applicable),,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,PAI readiness plans established.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Product Quality Management (PQM),,DS and DP ProVal batches released.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,Support CMC TL and CMC team to meet all deliverables through planning coordination.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,"Support risk management activities: includes risk identification, mitigation, monitor & control; risk register utilization.",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,Facilitate After Action Review and PF2P sessions.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,"Project plan updated and reviewed with CMC Team: prioritize, track team milestones & deliverables, proactive management of KEM aligned to CMC SG’s.",,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,Project FTE and OOP demand estimates completed and updated in Planning System.,,,,,,,
CGT,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,"Developed scenarios in support of strategic planning (as required), strategic impact analysis (critical path, risk, budget variances).",,,,,,,
CGT,10,Ready to File,Analytical Development (AD),,Ph3 and ProVal DS & DP stability data trending completed by JSC QC (if at External then BTDS AD),,,,,,,
CGT,10,Ready to File,Analytical Development (AD),,Analytical sections of Marketing Application reviewed and approved.,,,,,,,
CGT,10,Ready to File,Analytical Development (AD),,All source documents completed and approved.,,,,,,,
CGT,10,Ready to File,Analytical Development (AD),,Maintain sample archive/permanent retention program for all Clinical and ProVal batches.,,,,,,,
CGT,10,Ready to File,API (Cell & Gene),,Process validation report(s) approved.,,,,,,,
CGT,10,Ready to File,API (Cell & Gene),,Process characterization report(s) approved.,,,,,,,
CGT,10,Ready to File,API (Cell & Gene),,API sections of Marketing Application reviewed and approved.,,,,,,,
CGT,10,Ready to File,API (Cell & Gene),,"Document list(s) (including process characterization reports, robustness study reports, process validation protocol and reports, or process development history report) completed.",,,,,,,
CGT,10,Ready to File,API (Cell & Gene),,Continuous Process verification (CPV) protocol approved and ready for implementation (applicable to LV) ,,,,,,,
CGT,10,Ready to File,API (Cell & Gene),,Continuous Process verification (CPV) strategy approved,,,,,,,
CGT,10,Ready to File,API (Cell & Gene),,PVMP Summary Report(s) approved.,,,,,,,
CGT,10,Ready to File,API (Cell & Gene),,All source documents completed and approved.,,,,,,,
CGT,10,Ready to File,API (Cell & Gene),,"EHS Requirement: compliance assessment for DS manufacturing completed, environmental risk assessment completed and filed",,,,,,,
CGT,10,Ready to File,API (Cell & Gene),,Continuous Process verification (CPV) strategy defined (linked to stabilization metrics) and implementation started.--> SG 9: CPV strategy defined; SG 10: CPV strategy approved,,,,,,,
CGT,10,Ready to File,API (Cell & Gene),,Continuous Process verification (CPV) approved and ready for implementation ,,,,,,,
CGT,10,Ready to File,Clinical Supply Chain (CSC),,Coordinate aggregated clinical/non-clinical demand in support of commercial/Ph3 mfg. to the JSC organization,,,,,,,
CGT,10,Ready to File,Clinical Supply Chain (CSC),,Initiate discussions with VCL/JSC to have plan in place to support Medical Affairs and any other ongoing studies from commercial supplies.,,,,,,,
CGT,10,Ready to File,Clinical Supply Chain (CSC),,Overall CSC FTE and OOP budget compound and study level in place,,,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Complete CMC Strategic Plan covering Stages 10-12 (includes life cycle management strategy). - ,,,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Review Marketing Application data and conduct lessons learned (if applicable). ,,,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Marketing Application reviewed and approved. ,,,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Patent and Publication Strategy:  summarize potential unique aspects of the process that could lead to publications and/or patents.   ,,,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Complete Customer Value deliverables for this stage (if applicable).,,,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Update Criticality Analysis (if applicable).,,,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Stage 10 CMC Council presentation completed.,,,,,,,
CGT,10,Ready to File,CMC Leadership (CMC-L),,Update CMC Risk Register.,,,,,,,
CGT,10,Ready to File,CMC Regulatory Affairs (RA),,Marketing Application internally reviewed and approved.,,,,,,,
CGT,10,Ready to File,CMC Regulatory Affairs (RA),,Marketing Application submitted to primary markets according to project timelines.,,,,,,,
CGT,10,Ready to File,CMC Regulatory Affairs (RA),,Risk Register completed for major predictable CMC filing issues (RA/CMCL).,,,,,,,
CGT,10,Ready to File,CMC Regulatory Affairs (RA),,Prepare for potential high risk HA questions during dossier review and PAI readiness.,,,,,,,
CGT,10,Ready to File,CMC Regulatory Affairs (RA),,Review and endorsement of proposed commercial label completed.,,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,CPDP Commercialization Stage Initiated,,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Pre-Approval Inspection Readiness - PAI Readiness Checklist (Device/Combo),,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Pre-Approval Inspection Readiness - Mock PAI Inspection of Compliance ,,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Pre-Approval Inspection Readiness - Checklist execution Summary/Remediation Report,,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Design Control,,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Design and Development Plan  (Update),,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,"Update to Regulated Substances Plan, Supplier Regulated Substances Declarations and Regulated Substances Report (if applicable)",,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Master Record (DMR) (Update),,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Design History File (Update),,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Risk Management Plan (Update),,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Product Risk Assessment/Hazard ID (Update),,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - uFMEA (Update),,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - CTQ Flow Down (Update) ,,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Device Control Strategy (Review and Update) ,,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - dFMEA (Update),,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - pFMEA (Update),,,,,,,
CGT,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Report (Update),,,,,,,
CGT,10,Ready to File,Dossier Development Operations (DDO),,"Marketing Application internally reviewed and approved, and derivative dossiers completed according to project timelines.",,,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Commercial pharmacy manual supportive studies completed & documented (if required).,,,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,DP sections of Marketing Application reviewed and approved.,,,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Commercially acceptable stability achieved at real-time storage conditions according to regulatory submission strategy.,,,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,EHS Requirement: compliance assessment for DP manufacturing completed.,,,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,All formulation and process robustness source documents completed.,,,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Continuous Process verification (CPV) strategy defined (linked to stabilization metrics) and implementation started.,,,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Commercial Container Closure System Summary Report completed.,,,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Finalize JJ Packaging Design protocol.,,,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,"Passive shipping systems qualified, if applicable.",,,,,,,
CGT,10,Ready to File,Drug Product Development & Delivery (DPD&D),,"Create use-related risk analysis (URRA), if needed.",,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Continuous Process verification (CPV) strategy defined and implementation started. ,,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Marketing Application reviewed and approved including JSC sections (i.e. Facilities). ,,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,"Site compliance, PAI readiness evaluated and PAI observations addressed.",,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Initial commercial launch quantities defined.,,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,DP: at risk launch inventory build approved and production initiated (if needed). ,,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Decision on rapid launch strategy made with commercial affiliates.,,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Commercial Secondary/Tertiary Packaging Design locked.,,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,ProVal DS & DP stability data trending completed by JSC QC.,,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Update strategic forecast and capacity planning for DS and DP via NPS/FIS.,,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Transportation/Distribution strategy defined. Transportation channel and shipping protection selected (Distribution Risk Assessment completed).,,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,E2E Value Chain Risk Management started.,,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,PSR refreshed & JSC Presentation (if needed),,,,,,,
CGT,10,Ready to File,JSC Value Chain Management (VCLs),,Secure funding for any post launch optimization projects (JSC & R&D),,,,,,,
